中度污染,180,80,37,28,34,1.24,22,6,3,阴,东北风,3级,59,820675,1783143,356,3188.2,3188,2130601
良,80,65,38,19,26,0.86,23,8,1,多云,北风,2级,77,820675,1783143,356,3188.2,3188,2130601
轻度污染,131,181,217,40,43,1.68,24,7,-2,多云,西北风,2级,81,820675,1783143,356,3188.2,3188,2130601
严重污染,269,220,226,74,49,1.83,30,6,-4,晴,北风,3级,80,820675,1783143,356,3188.2,3188,2130601
严重污染,278,219,188,55,47,1.78,30,5,-4,晴,东北风,2级,76,820675,1783143,356,3188.2,3188,2130601
重度污染,238,153,167,67,54,1.58,24,6,-6,晴,东北风,3级,77,820675,1783143,356,3188.2,3188,2130601
中度污染,155,115,139,41,52,1.53,24,8,-5,多云,东北风,2级,58,820675,1783143,356,3188.2,3188,2130601
中度污染,190,150,184,39,55,1.93,26,8,-3,多云,东北风,2级,66,820675,1783143,356,3188.2,3188,2130601
重度污染,212,202,238,45,49,1.91,28,9,-3,多云,北风,3级,64,820675,1783143,356,3188.2,3188,2130601
严重污染,308,277,321,70,67,2.78,22,5,0,多云,西北风,2级,64,820675,1783143,356,3188.2,3188,2130601
严重污染,313,210,211,41,37,1.73,22,3,-6,晴,西北风,3级,66,820675,1783143,356,3188.2,3188,2130601
轻度污染,141,51,83,20,26,0.79,26,6,-6,多云,西风,3级,58,820675,1783143,356,3188.2,3188,2130601
良,100,94,140,36,36,1.31,26,7,-7,晴,西北风,2级,44,820675,1783143,356,3188.2,3188,2130601
轻度污染,147,112,142,39,40,1.57,28,12,-2,晴,东南风,3级,46,820675,1783143,356,3188.2,3188,2130601
轻度污染,142,103,139,36,38,1.47,30,11,-1,晴,北风,2级,47,820675,1783143,356,3188.2,3188,2130601
良,89,65,38,27,26,0.84,26,13,-1,晴,北风,2级,40,820675,1783143,356,3188.2,3188,2130601
轻度污染,134,125,157,27,43,1.46,26,16,0,多云,东风,2级,34,975744,1842461,366,2853.5,3317,2261427
重度污染,207,169,218,47,58,2.15,22,15,2,多云,西北风,2级,39,975744,1842461,366,2853.5,3317,2261427
中度污染,198,154,183,46,42,1.49,20,10,0,晴,西北风,2级,47,975744,1842461,366,2853.5,3317,2261427
严重污染,253,202,252,50,49,2.53,19,14,0,晴,东南风,2级,41,975744,1842461,366,2853.5,3317,2261427
重度污染,243,195,228,55,56,2.42,24,14,3,多云,北风,3级,56,975744,1842461,366,2853.5,3317,2261427
重度污染,220,173,186,36,57,1.84,24,14,3,多云转小雨,东南风,3级,60,975744,1842461,366,2853.5,3317,2261427
轻度污染,145,110,70,19,37,1.32,25,7,4,小雨,西北风,2级,55,975744,1842461,366,2853.5,3317,2261427
中度污染,192,152,96,21,30,1.64,31,7,-1,多云,东北风,3级,96,975744,1842461,366,2853.5,3317,2261427
良,98,73,57,18,27,0.92,21,9,-4,多云,东北风,3级,93,975744,1842461,366,2853.5,3317,2261427
轻度污染,120,91,104,18,36,1.27,22,7,2,雨夹雪转小雨,东风,2级,83,975744,1842461,366,2853.5,3317,2261427
中度污染,152,115,118,22,42,1.38,16,10,1,雨夹雪转阴,北风,2级,69,975744,1842461,366,2853.5,3317,2261427
中度污染,196,149,134,21,34,1.32,28,10,0,阴,东北风,2级,76,975744,1842461,366,2853.5,3317,2261427
严重污染,268,217,180,30,35,1.98,22,7,-2,阴转晴,东南风,3级,77,975744,1842461,366,2853.5,3317,2261427
中度污染,166,126,102,24,39,1.53,21,8,-3,晴,东风,3级,76,975744,1842461,366,2853.5,3317,2261427
中度污染,161,122,131,32,44,1.27,23,10,-2,多云,东风,3级,85,975744,1842461,366,2853.5,3317,2261427
中度污染,158,120,131,32,46,1.32,29,13,0,晴,北风,2级,66,975744,1842461,366,2853.5,3317,2261427
严重污染,264,213,207,29,41,1.73,28,9,-2,晴,西北风,2级,81,975744,1842461,366,2853.5,3317,2261427
严重污染,397,353,375,50,49,2.51,25,9,-1,多云,东风,3级,60,975744,1842461,366,2853.5,3317,2261427
严重污染,342,292,257,37,45,2.4,31,7,-3,多云,西风,2级,34,975744,1842461,366,2853.5,3317,2261427
轻度污染,133,92,151,29,28,0.88,30,9,-3,晴,北风,3级,41,975744,1842461,366,2853.5,3317,2261427
良,99,74,117,28,36,0.93,27,10,-5,晴,东风,2级,64,975744,1842461,366,2853.5,3317,2261427
良,93,69,97,38,38,0.97,29,14,-1,晴,东风,2级,42,975744,1842461,366,2853.5,3317,2261427
中度污染,163,126,163,29,31,1.06,51,19,4,多云,东南风,2级,51,975744,1842461,366,2853.5,3317,2261427
严重污染,354,304,332,44,48,2.66,36,13,5,多云,西风,3级,48,975744,1842461,366,2853.5,3317,2261427
轻度污染,114,86,30,22,25,0.86,36,11,4,多云,东风,2级,37,975744,1842461,366,2853.5,3317,2261427
轻度污染,105,78,99,24,37,1.05,26,10,2,多云,东风,3级,56,975744,1842461,366,2853.5,3317,2261427
重度污染,212,163,168,24,36,1.51,30,15,1,多云,北风,2级,65,975744,1842461,366,2853.5,3317,2261427
中度污染,161,122,106,18,27,1.25,34,12,5,小雨,东风,2级,68,975744,1842461,366,2853.5,3317,2261427
重度污染,245,181,243,30,32,1.95,44,20,4,晴,东南风,3级,73,975744,1842461,366,2853.5,3317,2261427
重度污染,253,173,197,28,30,1.93,38,21,7,多云,东南风,3级,87,975744,1842461,366,2853.5,3317,2261427
严重污染,318,261,329,17,20,2.35,33,21,8,多云,西北风,2级,85,975744,1842461,366,2853.5,3317,2261427
重度污染,250,199,265,14,30,2.78,31,18,8,多云,西北风,2级,84,975744,1842461,366,2853.5,3317,2261427
轻度污染,122,91,88,12,20,1.57,38,18,8,多云,东风,2级,84,975744,1842461,366,2853.5,3317,2261427
优,40,27,36,16,15,0.38,35,9,0,多云,东风,2级,94,975744,1842461,366,2853.5,3317,2261427
优,44,31,20,17,19,0.64,41,4,1,雨夹雪转中雨,东风,4级,58,975744,1842461,366,2853.5,3317,2261427
优,27,12,14,16,16,0.45,45,3,0,雨夹雪转中雨,北风,4级,93,975744,1842461,366,2853.5,3317,2261427
良,57,39,49,16,15,0.61,37,2,0,雨夹雪转中雪,东北风,3级,92,975744,1842461,366,2853.5,3317,2261427
轻度污染,108,81,87,20,15,0.8,28,1,-5,多云,东北风,2级,96,975744,1842461,366,2853.5,3317,2261427
良,95,71,73,18,14,0.73,27,1,-1,阴,东北风,2级,77,975744,1842461,366,2853.5,3317,2261427
良,60,42,44,17,14,0.41,35,1,-4,多云,北风,3级,97,975744,1842461,366,2853.5,3317,2261427
良,88,65,70,19,20,0.65,36,2,-5,多云,东北风,3级,84,975744,1842461,366,2853.5,3317,2261427
良,77,56,57,16,19,0.57,39,1,-6,多云,东北风,2级,65,975744,1842461,366,2853.5,3317,2261427
良,94,70,36,13,18,0.83,43,3,-2,中雪转小雪,北风,2级,68,975744,1842461,366,2853.5,3317,2261427
中度污染,177,134,115,15,27,1.24,36,6,-3,多云,西北风,3级,87,975744,1842461,366,2853.5,3317,2261427
中度污染,184,142,132,19,33,1.47,29,8,-2,多云,东北风,3级,66,975744,1842461,366,2853.5,3317,2261427
轻度污染,116,87,73,15,28,1.07,19,6,2,小雨,东风,2级,88,975744,1842461,366,2853.5,3317,2261427
良,66,46,40,9,19,0.73,21,6,3,小雨,北风,2级,92,975744,1842461,366,2853.5,3317,2261427
良,64,44,43,12,18,0.59,39,5,0,雨夹雪,东北风,2级,96,975744,1842461,366,2853.5,3317,2261427
良,80,58,46,13,21,0.69,33,6,-2,阴转晴,西北风,2级,72,975744,1842461,366,2853.5,3317,2261427
良,99,73,80,17,30,0.98,28,10,-2,晴,北风,2级,83,975744,1842461,366,2853.5,3317,2261427
轻度污染,125,94,115,27,27,0.97,41,11,0,晴,东风,3级,96,975744,1842461,366,2853.5,3317,2261427
重度污染,206,158,160,33,31,1.4,32,13,4,多云,东风,2级,66,975744,1842461,366,2853.5,3317,2261427
轻度污染,136,103,117,27,31,1.2,30,15,5,多云,东风,2级,74,975744,1842461,366,2853.5,3317,2261427
中度污染,163,124,116,28,29,1.34,25,13,7,阴转小雨,东风,3级,71,975744,1842461,366,2853.5,3317,2261427
良,73,53,25,12,28,1.02,25,10,8,小雨,东风,3级,77,975744,1842461,366,2853.5,3317,2261427
良,68,49,48,14,24,0.85,29,12,8,阴,北风,3级,70,975744,1842461,366,2853.5,3317,2261427
轻度污染,102,76,86,17,28,1.14,23,13,9,阴转小雨,东南风,2级,98,975744,1842461,366,2853.5,3317,2261427
优,49,34,22,14,19,0.98,27,11,8,小雨转中雨,东北风,2级,96,975744,1842461,366,2853.5,3317,2261427
良,67,48,46,12,21,0.63,28,8,5,小雨,东北风,2级,96,975744,1842461,366,2853.5,3317,2261427
轻度污染,129,97,114,26,27,0.95,30,12,2,多云,北风,3级,95,975744,1842461,366,2853.5,3317,2261427
轻度污染,116,85,108,28,28,0.94,34,11,4,多云,东北风,2级,88,975744,1842461,366,2853.5,3317,2261427
良,74,53,81,17,25,0.73,40,13,6,阴,东风,2级,61,975744,1842461,366,2853.5,3317,2261427
轻度污染,105,78,87,18,27,0.81,35,14,6,晴,东风,3级,72,975744,1842461,366,2853.5,3317,2261427
良,68,48,67,20,25,0.7,39,11,2,多云,东风,3级,71,975744,1842461,366,2853.5,3317,2261427
良,86,63,80,26,32,0.9,34,11,2,多云,东风,3级,67,975744,1842461,366,2853.5,3317,2261427
良,78,57,78,17,29,0.74,28,9,4,小雨,东风,3级,69,975744,1842461,366,2853.5,3317,2261427
轻度污染,115,86,112,19,34,0.96,31,15,1,多云,北风,2级,73,975744,1842461,366,2853.5,3317,2261427
轻度污染,116,87,122,24,38,1.03,45,16,3,多云,北风,2级,63,975744,1842461,366,2853.5,3317,2261427
轻度污染,125,92,127,27,32,0.97,42,16,5,晴,东南风,2级,72,975744,1842461,366,2853.5,3317,2261427
良,96,71,77,15,24,0.91,29,15,9,小雨,东南风,3级,65,975744,1842461,366,2853.5,3317,2261427
良,89,63,88,22,25,0.69,33,13,5,多云,西北风,4级,53,975744,1842461,366,2853.5,3317,2261427
良,93,66,105,22,34,0.76,34,17,3,多云,西风,4级,94,975744,1842461,366,2853.5,3317,2261427
轻度污染,101,74,122,21,39,0.82,35,21,4,多云,东风,2级,57,975744,1842461,366,2853.5,3317,2261427
良,97,72,116,31,33,0.79,42,23,6,多云,东南风,2级,83,975744,1842461,366,2853.5,3317,2261427
良,90,65,106,24,28,0.93,37,25,12,晴,东南风,2级,83,975744,1842461,366,2853.5,3317,2261427
中度污染,176,113,232,24,42,1.45,46,26,13,多云,东南风,2级,92,975744,1842461,366,2853.5,3317,2261427
轻度污染,122,86,175,13,21,0.72,36,20,10,小雨,东北风,2级,57,975744,1842461,366,2853.5,3317,2261427
轻度污染,118,89,116,23,28,0.92,33,14,8,多云,北风,4级,75,975744,1842461,366,2853.5,3317,2261427
良,94,69,106,21,39,0.77,34,16,3,晴,西风,4级,100,975744,1842461,366,2853.5,3317,2261427
良,98,73,110,23,42,0.89,35,19,4,晴,东风,3级,53,975744,1842461,366,2853.5,3317,2261427
轻度污染,104,76,126,26,50,1.04,32,20,6,阴,东南风,2级,65,975744,1842461,366,2853.5,3317,2261427
良,92,60,55,29,30,1.03,27,20,12,小雨,南风,3级,63,975744,1842461,366,2853.5,3317,2261427
良,80,59,52,8,28,1.07,28,20,14,小雨,东南风,2级,63,975744,1842461,366,2853.5,3317,2261427
良,100,74,92,14,37,1.36,30,24,11,多云,北风,2级,60,975744,1842461,366,2853.5,3317,2261427
轻度污染,127,94,126,19,34,1.2,36,26,14,多云,东风,2级,65,975744,1842461,366,2853.5,3317,2261427
轻度污染,103,77,95,13,26,0.96,37,25,15,阴转小雨,东风,3级,62,975744,1842461,366,2853.5,3317,2261427
中度污染,153,116,135,15,32,1.25,25,23,16,阴,东南风,3级,62,975744,1842461,366,2853.5,3317,2261427
中度污染,151,114,123,19,31,1.31,39,21,12,多云,北风,4级,65,975744,1842461,366,2853.5,3317,2261427
中度污染,152,117,128,17,33,1.26,28,18,11,多云,东北风,2级,60,975744,1842461,366,2853.5,3317,2261427
轻度污染,117,88,111,31,36,1.05,42,19,11,多云,东北风,2级,62,975744,1842461,366,2853.5,3317,2261427
轻度污染,106,77,101,21,37,1.02,39,22,10,多云,北风,2级,75,975744,1842461,366,2853.5,3317,2261427
良,98,72,97,16,22,0.81,44,22,11,多云,东北风,2级,75,975744,1842461,366,2853.5,3317,2261427
良,95,70,96,16,30,0.71,44,20,9,多云,东南风,2级,70,975744,1842461,366,2853.5,3317,2261427
良,99,72,113,15,32,0.78,47,22,10,晴,北风,2级,72,975744,1842461,366,2853.5,3317,2261427
良,61,29,72,16,30,0.57,32,19,9,多云,东风,2级,72,975744,1842461,366,2853.5,3317,2261427
良,89,60,101,24,36,0.79,28,20,11,小雨,东风,3级,75,975744,1842461,366,2853.5,3317,2261427
轻度污染,119,90,119,11,38,1.09,30,22,13,多云,北风,2级,73,975744,1842461,366,2853.5,3317,2261427
轻度污染,116,87,126,17,42,1.21,38,25,13,多云,北风,2级,74,975744,1842461,366,2853.5,3317,2261427
轻度污染,103,74,117,23,38,1.15,45,26,14,多云,东风,2级,76,975744,1842461,366,2853.5,3317,2261427
轻度污染,138,104,99,15,50,1.46,24,19,15,小雨,东风,2级,66,975744,1842461,366,2853.5,3317,2261427
良,71,52,34,9,24,0.75,28,19,15,小雨,北风,3级,74,975744,1842461,366,2853.5,3317,2261427
优,46,32,27,6,17,0.45,38,20,13,多云,北风,3级,75,975744,1842461,366,2853.5,3317,2261427
良,90,66,92,22,23,0.82,56,23,12,多云,北风,2级,76,975744,1842461,366,2853.5,3317,2261427
轻度污染,119,90,96,16,30,0.81,41,20,14,阴,东风,2级,82,975744,1842461,366,2853.5,3317,2261427
良,97,72,56,9,19,0.77,30,17,14,大雨转中雨,北风,3级,86,975744,1842461,366,2853.5,3317,2261427
良,96,71,60,7,17,0.77,32,19,15,小雨转雷阵雨,西北风,3级,83,975744,1842461,366,2853.5,3317,2261427
轻度污染,115,87,80,10,23,0.87,24,21,16,阴转雷阵雨,东北风,2级,83,975744,1842461,366,2853.5,3317,2261427
良,55,39,30,8,16,0.5,41,17,12,大雨转小雨,东北风,3级,85,975744,1842461,366,2853.5,3317,2261427
良,76,55,56,9,18,0.58,36,18,12,阴,北风,4级,90,975744,1842461,366,2853.5,3317,2261427
轻度污染,105,78,60,14,27,0.93,21,17,13,小雨,南风,3级,88,975744,1842461,366,2853.5,3317,2261427
良,98,73,68,13,23,0.85,45,20,13,阴,东北风,2级,85,975744,1842461,366,2853.5,3317,2261427
良,86,63,80,18,33,0.92,37,22,12,多云,东风,2级,88,975744,1842461,366,2853.5,3317,2261427
良,85,62,99,22,31,0.9,43,23,13,多云,北风,3级,85,975744,1842461,366,2853.5,3317,2261427
良,66,47,56,12,23,0.77,23,21,16,多云转中雨,东风,2级,78,975744,1842461,366,2853.5,3317,2261427
良,74,53,44,8,13,0.75,20,21,16,小雨,西南风,4级,58,975744,1842461,366,2853.5,3317,2261427
良,69,50,50,8,14,0.62,25,20,15,阴,西北风,3级,78,975744,1842461,366,2853.5,3317,2261427
良,65,44,60,13,20,0.58,42,22,13,多云,西北风,3级,76,975744,1842461,366,2853.5,3317,2261427
良,80,57,99,18,31,0.83,39,25,13,多云,北风,3级,80,975744,1842461,366,2853.5,3317,2261427
良,78,55,84,15,28,0.81,40,26,13,多云,东风,2级,82,975744,1842461,366,2853.5,3317,2261427
良,87,62,113,15,32,0.86,44,29,14,晴,北风,2级,91,975744,1842461,366,2853.5,3317,2261427
轻度污染,128,62,205,17,27,0.62,28,25,19,大雨转小雨,东南风,3级,61,975744,1842461,366,2853.5,3317,2261427
轻度污染,112,61,174,21,29,0.81,33,27,15,多云,西风,3级,54,975744,1842461,366,2853.5,3317,2261427
轻度污染,109,79,134,15,23,0.86,31,25,17,阴,东南风,2级,61,975744,1842461,366,2853.5,3317,2261427
良,81,47,110,19,27,0.73,36,26,14,多云,东风,2级,66,975744,1842461,366,2853.5,3317,2261427
良,86,56,110,22,34,0.89,49,25,16,阴,东北风,2级,62,975744,1842461,366,2853.5,3317,2261427
良,83,56,109,15,27,0.69,49,28,17,多云,东风,2级,60,975744,1842461,366,2853.5,3317,2261427
轻度污染,132,100,175,20,36,1.12,50,28,19,多云,东风,2级,82,975744,1842461,366,2853.5,3317,2261427
良,100,72,128,23,25,0.95,56,28,19,多云,东风,2级,66,975744,1842461,366,2853.5,3317,2261427
良,85,62,87,13,21,0.75,29,28,19,多云,东风,2级,53,975744,1842461,366,2853.5,3317,2261427
良,68,49,58,10,17,0.88,35,28,19,多云,东风,2级,50,975744,1842461,366,2853.5,3317,2261427
良,83,52,93,11,28,0.76,36,18,14,晴,东风,2级,61,975744,1842461,366,2853.5,3317,2261427
良,91,63,125,18,31,1,38,27,17,晴,东南风,2级,91,975744,1842461,366,2853.5,3317,2261427
良,87,64,94,10,20,0.82,35,28,22,晴,西南风,2级,63,975744,1842461,366,2853.5,3317,2261427
良,80,42,106,16,21,0.56,39,30,22,雷雨~中雨,西南风,2级,70,975744,1842461,366,2853.5,3317,2261427
轻度污染,107,67,159,20,37,0.94,38,26,17,阴,东北风,2级,78,975744,1842461,366,2853.5,3317,2261427
良,87,60,117,10,26,0.72,30,26,17,多云,东南风,2级,51,975744,1842461,366,2853.5,3317,2261427
轻度污染,144,109,159,17,29,1.1,39,28,21,小雨,东北风,2级,61,975744,1842461,366,2853.5,3317,2261427
轻度污染,117,88,102,13,26,0.99,27,29,20,多云,东南风,2级,79,975744,1842461,366,2853.5,3317,2261427
轻度污染,126,95,137,15,27,0.97,43,31,20,多云,东北风,2级,76,975744,1842461,366,2853.5,3317,2261427
中度污染,194,151,214,27,35,1.32,52,28,17,晴,东北风,2级,74,975744,1842461,366,2853.5,3317,2261427
轻度污染,120,81,147,23,26,0.91,56,26,16,多云,东北风,2级,81,975744,1842461,366,2853.5,3317,2261427
良,67,41,78,19,21,0.62,40,30,21,阴,东北风,2级,71,975744,1842461,366,2853.5,3317,2261427
良,65,41,72,17,24,0.74,29,27,20,阴~,西北风,2级,58,975744,1842461,366,2853.5,3317,2261427
良,81,54,97,11,24,0.82,46,28,18,多云,东北风,2级,79,975744,1842461,366,2853.5,3317,2261427
中度污染,200,107,308,16,29,0.68,49,30,20,多云,东风,2级,64,975744,1842461,366,2853.5,3317,2261427
轻度污染,128,75,205,17,28,0.59,55,28,22,阴~,东北风,2级,79,975744,1842461,366,2853.5,3317,2261427
轻度污染,149,98,231,25,39,0.92,58,26,20,小雨~,西北风,2级,46,975744,1842461,366,2853.5,3317,2261427
中度污染,196,127,288,27,39,1.04,42,26,22,小雨,东北风,2级,52,975744,1842461,366,2853.5,3317,2261427
轻度污染,148,98,230,25,38,1.01,55,24,21,小雨,东北风,2级,46,975744,1842461,366,2853.5,3317,2261427
良,67,99,89,27,27,0.93,36,28,20,多云,东北风,2级,59,975744,1842461,366,2853.5,3317,2261427
良,69,40,74,17,22,0.9,38,30,22,多云,东风,2级,50,975744,1842461,366,2853.5,3317,2261427
良,66,46,46,13,16,0.58,56,27,20,多云,西北风,3级,78,975744,1842461,366,2853.5,3317,2261427
良,89,65,84,22,19,0.62,65,28,19,多云,西北风,3级,79,975744,1842461,366,2853.5,3317,2261427
轻度污染,103,76,117,18,26,0.83,70,29,19,多云,北风,3级,95,975744,1842461,366,2853.5,3317,2261427
轻度污染,135,102,157,22,33,1.03,76,30,20,多云,东南风,2级,63,975744,1842461,366,2853.5,3317,2261427
中度污染,181,138,197,29,29,1.42,83,31,22,多云,东风,2级,66,975744,1842461,366,2853.5,3317,2261427
重度污染,247,197,292,26,25,1.62,63,32,23,多云,西风,2级,68,975744,1842461,366,2853.5,3317,2261427
重度污染,209,163,226,25,24,1.47,66,32,22,多云,东南风,2级,73,975744,1842461,366,2853.5,3317,2261427
轻度污染,140,104,158,26,21,1.08,59,32,22,多云,东南风,2级,67,975744,1842461,366,2853.5,3317,2261427
轻度污染,104,76,120,28,24,0.91,68,32,21,晴,东北风,2级,72,975744,1842461,366,2853.5,3317,2261427
轻度污染,111,83,117,26,26,0.99,66,32,22,多云,东风,2级,70,975744,1842461,366,2853.5,3317,2261427
轻度污染,116,87,123,23,22,0.85,63,31,22,多云,东北风,2级,63,975744,1842461,366,2853.5,3317,2261427
轻度污染,131,98,157,33,33,1,68,33,23,晴,西南风,2级,64,975744,1842461,366,2853.5,3317,2261427
中度污染,154,116,207,35,38,1.27,55,33,25,多云,北风,2级,63,975744,1842461,366,2853.5,3317,2261427
严重污染,302,265,253,18,23,1.73,47,30,23,小雨,东北风,3级,63,975744,1842461,366,2853.5,3317,2261427
轻度污染,145,109,85,13,20,1.26,29,24,22,小雨,北风,2级,60,975744,1842461,366,2853.5,3317,2261427
轻度污染,103,77,74,8,14,0.84,45,28,21,小雨,东北风,2级,93,975744,1842461,366,2853.5,3317,2261427
轻度污染,129,97,128,13,20,1.26,44,30,20,多云,东北风,2级,96,975744,1842461,366,2853.5,3317,2261427
中度污染,156,115,144,22,19,1.47,57,32,23,多云,东风,2级,87,975744,1842461,366,2853.5,3317,2261427
轻度污染,130,98,107,22,20,1.22,55,29,25,阴转小雨,东北风,2级,83,975744,1842461,366,2853.5,3317,2261427
良,93,68,64,16,16,0.75,38,29,23,小雨,北风,2级,82,975744,1842461,366,2853.5,3317,2261427
良,86,63,88,11,20,1,39,28,22,阴,东风,2级,79,975744,1842461,366,2853.5,3317,2261427
良,93,68,101,16,26,0.98,47,30,22,多云,东北风,2级,81,975744,1842461,366,2853.5,3317,2261427
良,78,53,92,22,21,0.8,50,31,22,多云,东南风,3级,87,975744,1842461,366,2853.5,3317,2261427
良,52,32,50,20,19,0.67,44,26,23,多云转小雨,西南风,2级,73,975744,1842461,366,2853.5,3317,2261427
良,52,34,43,22,20,1.27,27,24,21,大雨转小雨,东北风,2级,68,975744,1842461,366,2853.5,3317,2261427
良,64,43,61,15,18,0.88,32,28,22,阴转小雨,北风,2级,91,975744,1842461,366,2853.5,3317,2261427
良,96,70,102,8,24,1,43,31,21,多云,西北风,2级,98,975744,1842461,366,2853.5,3317,2261427
